set,key,clicked,attributed
train,248,43,8
train,249,218,19
train,250,58,5
train,251,672,161
train,252,17,4
train,253,79,1
train,254,161,32
train,255,16,1
train,256,10,1
train,257,21,0
train,259,151,18
train,260,323,51
train,261,82,14
train,262,392,45
train,263,979,163
train,264,355,50
train,265,28,0
train,266,207,12
train,268,56,3
train,269,84,18
train,270,117,12
train,271,47,2
train,272,21,1
train,273,68,6
train,274,260,50
train,275,210,31
train,276,989,136
train,277,43,5
train,278,24,4
train,279,19,1
train,280,411,59
train,281,16,2
train,282,1,0
train,283,5,1
train,284,56,5
train,285,7,1
train,286,40,4
train,287,189,26
train,288,203,29
train,289,106,12
train,290,299,58
train,291,181,23
train,292,368,61
train,293,33,8
train,294,38,4
train,296,59,6
train,297,50,10
train,298,51,6
train,299,1527,336
train,300,7,3
train,301,370,75
train,302,12,1
train,303,24,0
train,304,8,0
train,305,73,6
train,306,12,0
train,307,35,3
train,308,113,18
train,309,396,66
train,310,124,14
train,311,85,16
train,312,46,10
train,313,175,27
train,314,196,41
train,315,135,8
train,316,10,1
train,317,126,22
train,318,38,5
train,319,119,21
train,320,208,38
train,321,76,5
train,322,381,83
train,323,6,0
train,324,86,13
train,325,9,1
train,326,105,21
train,327,20,4
train,328,18,3
train,329,592,123
train,330,49,3
train,331,142,31
train,332,25,5
train,333,301,53
train,334,909,104
train,335,7,0
train,336,54,8
train,337,353,81
train,338,531,123
train,339,222,28
train,340,109,13
train,341,85,7
train,342,142,20
train,343,1559,290
train,344,393,75
train,345,32,1
train,346,66,10
train,347,129,20
train,348,266,48
train,349,75,15
train,350,724,100
train,351,501,101
train,352,2,0
train,353,18,2
train,354,19,7
train,355,3,1
train,356,265,53
train,357,405,78
train,358,36,8
train,360,22,6
train,361,94,14
train,362,471,76
train,363,40,10
train,365,68,15
train,366,3,0
train,367,371,65
train,368,27,4
train,369,62,18
train,370,45,7
train,372,355,59
train,373,5,2
train,374,899,173
train,375,1,0
train,376,105,21
train,377,194,43
train,378,44,4
train,379,1008,173
train,380,36,7
train,381,961,171
train,382,46,13
train,383,259,56
train,384,168,22
train,385,242,40
train,386,206,39
train,387,209,28
train,388,66,15
train,389,228,35
train,390,2,0
train,391,54,9
train,392,5,0
train,393,20,1
train,394,2,1
train,395,626,102
train,396,789,137
train,397,54,12
train,398,115,17
train,399,221,49
train,400,220,39
train,401,305,50
train,402,26,2
train,403,53,6
train,404,1,0
train,405,287,46
train,406,22,1
train,407,21,7
train,408,44,6
train,409,218,50
train,410,148,16
train,411,6,0
train,413,99,15
train,414,144,21
train,415,94,17
train,416,97,20
train,417,429,81
train,418,53,3
train,419,84,9
train,420,91,13
train,421,174,18
train,422,500,65
train,423,101,10
train,424,63,6
train,425,2,0
train,426,29,3
train,427,7,1
train,428,10,4
train,429,5,0
train,430,21,3
train,431,391,60
train,432,60,4
train,433,22,3
train,434,8,1
train,435,35,2
train,436,6,1
train,437,160,19
train,438,21,7
train,439,113,25
train,440,11,3
train,441,121,23
train,442,11,3
train,443,14,2
train,445,37,7
train,446,3,0
train,447,320,39
train,448,8,0
train,449,3,0
train,450,23,5
train,452,26,3
train,453,294,50
train,454,102,16
train,456,2,0
train,457,9,3
train,458,61,6
train,459,166,33
train,460,82,10
train,461,48,4
train,462,95,10
train,463,15,2
train,464,8,2
train,465,55,9
train,466,185,34
train,467,81,5
train,468,79,12
train,469,94,4
train,470,165,21
train,471,31,2
train,472,287,44
train,473,6,2
train,476,1,0
train,477,169,43
train,479,361,25
train,480,51,3
train,481,91,10
train,482,100,13
train,483,104,10
train,485,44,9
train,486,528,65
train,487,37,0
train,488,22,7
train,489,12,0
train,490,149,19
train,491,10,3
train,492,16,2
train,493,13,0
train,494,366,63
train,495,68,7
train,496,45,4
train,497,135,26
train,498,27,1
train,499,7,0
train,500,5,1
train,501,49,10
train,502,24,4
train,503,244,44
train,504,69,11
train,505,32,5
train,506,26,3
train,507,26,1
train,508,2,0
train,509,79,20
train,510,3,2
train,511,32,4
train,512,4,0
train,513,351,56
train,514,16,0
train,515,9,0
train,516,8,2
train,517,10,0
train,518,26,2
train,519,31,4
train,520,4,2
train,521,18,0
train,522,14,1
train,523,62,9
train,524,2,0
train,525,10,1
train,526,113,16
train,527,31,4
train,528,140,18
train,529,21,4
train,530,32,6
train,531,91,11
train,532,4,0
train,533,78,20
train,535,25,2
train,536,36,6
train,537,333,69
train,538,153,22
train,539,19,3
train,540,96,16
train,541,3,1
train,542,135,30
train,543,19,0
train,544,145,19
train,545,207,33
train,546,3,0
train,547,24,2
train,548,28,6
train,549,34,5
train,550,6,0
train,551,18,3
train,552,20,6
train,553,28,4
train,554,49,10
train,555,226,41
train,556,358,53
train,557,100,18
train,558,1243,245
train,559,19,2
train,560,5,1
train,561,24,9
train,562,8,2
train,563,7,0
train,564,195,45
train,565,70,8
train,566,44,6
train,567,24,2
train,568,12,3
train,569,210,37
train,570,55,15
train,571,73,12
train,572,9,0
train,573,11,1
train,574,2,0
train,575,5,1
train,576,28,4
train,577,173,23
train,578,58,10
train,579,616,121
train,580,35,8
train,581,437,70
train,582,12,1
train,583,6,0
train,584,80,11
train,585,24,2
train,586,27,5
train,587,246,28
train,588,18,3
train,589,2,0
train,591,47,10
train,592,288,34
train,593,1,0
train,594,9,2
train,595,2,0
train,596,135,13
train,597,23,2
train,598,18,1
train,599,12,1
train,600,5,0
train,601,9,2
train,602,10,2
train,603,3,0
train,604,6,0
train,605,119,10
train,606,7,2
train,607,31,5
train,608,39,2
train,610,18,2
train,611,33,4
train,612,1,0
train,613,54,1
train,614,11,0
train,615,2,1
train,616,156,26
train,617,16,2
train,619,1,0
train,620,40,9
train,621,32,7
train,622,3,0
train,623,24,1
train,624,72,8
train,625,6,2
train,626,36,5
train,627,14,1
train,628,12,2
train,629,81,13
train,630,8,1
train,631,1,0
train,632,73,11
train,633,7,2
train,634,3,2
train,635,15,2
train,636,85,11
train,637,28,2
train,638,12,3
train,640,146,23
train,641,172,29
train,643,208,38
train,644,24,0
train,645,2,0
train,648,96,18
train,649,46,4
train,650,22,3
train,651,67,10
train,652,34,3
train,653,160,32
train,654,48,9
train,655,59,3
train,656,46,8
train,657,210,28
train,658,212,43
train,660,39,3
train,661,13,3
train,666,22,2
train,667,152,25
train,669,52,10
train,670,63,2
train,671,6,0
train,672,17,5
train,673,19,1
train,674,1,1
train,675,5,0
train,676,7,0
train,677,57,9
train,678,34,11
train,679,9,1
train,680,7,2
train,681,8,1
train,682,49,5
train,683,3,1
train,684,4,0
train,685,109,33
train,686,15,0
train,687,25,1
train,688,1,0
train,690,1,0
train,692,4,0
train,693,97,19
train,694,15,2
train,695,21,0
train,696,2,0
train,697,138,19
train,698,116,17
train,699,3,1
train,700,63,14
train,701,29,7
train,702,4,0
train,703,89,15
train,704,217,35
train,705,12,4
train,706,15,1
train,707,69,15
train,708,24,6
train,709,10,1
train,710,15,2
train,711,76,18
train,712,77,17
train,713,30,0
train,714,4,0
train,715,36,11
train,716,2,0
train,717,29,3
train,718,115,20
train,719,88,9
train,720,12,2
train,721,24,2
train,722,1,1
train,723,91,22
train,724,82,21
train,725,2,0
train,726,5,0
train,727,63,17
train,728,63,10
train,729,41,2
train,730,191,25
train,731,11,0
train,733,17,3
train,734,20,3
train,735,94,18
train,736,309,22
train,737,242,44
train,738,143,17
train,739,11,0
train,740,3,0
train,741,5,1
train,742,2,0
train,743,113,18
train,744,61,7
train,745,131,30
train,746,173,33
train,747,174,30
train,748,149,2
train,750,5,0
train,751,60,7
train,754,25,1
train,755,19,0
train,756,5,1
train,757,2,0
train,758,10,1
train,759,79,14
train,760,63,2
train,761,9,2
train,762,5,1
train,763,9,1
train,764,32,1
train,765,45,5
train,766,48,10
train,767,38,3
train,768,30,1
train,770,7,0
train,771,96,21
train,772,4,2
train,773,6,1
train,774,1,0
train,775,17,0
train,776,44,3
train,777,17,2
train,779,24,2
train,781,21,2
train,783,35,8
train,784,64,7
train,785,17,1
train,786,5,0
train,787,1,0
train,788,90,18
train,789,15,4
train,790,73,8
train,791,90,13
train,792,2,0
train,793,1,0
train,795,193,34
train,796,20,1
train,797,32,2
train,798,17,2
train,799,25,2
train,800,61,15
train,802,3,1
train,803,3,0
train,804,29,3
train,805,69,11
train,806,12,1
train,807,30,0
train,808,196,40
train,809,18,1
train,810,1,0
train,811,7,2
train,812,32,4
train,813,25,1
train,814,7,1
train,815,3,0
train,816,2,0
train,817,5,0
train,818,56,10
train,819,54,8
train,820,4,1
train,821,41,8
train,822,20,4
train,823,2,1
train,824,9,1
train,825,1,0
train,827,3,0
train,828,138,20
train,829,9,0
train,830,36,3
train,831,83,21
train,832,201,30
train,833,13,0
train,834,17,2
train,835,3,1
train,836,4,0
train,837,4,1
train,838,6,0
train,839,4,0
train,840,53,12
train,842,1,0
train,843,1,0
train,844,27,2
train,846,3,0
train,847,58,7
train,848,24,4
train,849,1,0
train,850,517,96
train,851,2,0
train,852,4,1
train,853,96,17
train,854,28,10
train,855,2,0
train,856,17,2
train,857,131,15
train,858,112,12
train,859,1,0
train,860,35,4
train,861,86,12
train,862,5,0
train,863,15,2
train,864,16,2
train,867,5,0
train,869,81,13
train,870,29,2
train,871,22,10
train,872,13,3
train,873,13,0
train,874,1,1
train,875,20,3
train,876,10,1
train,877,4,1
train,878,12,3
train,879,6,0
train,880,1,0
train,881,2,0
train,883,20,2
train,885,44,5
train,886,4,0
train,887,72,24
train,888,14,0
train,890,38,6
train,891,12,0
train,892,18,2
train,893,44,6
train,896,7,0
train,898,2,0
train,900,8,1
train,901,13,2
train,902,10,2
train,903,11,1
train,904,29,6
train,905,2,0
train,907,2,1
train,908,8,0
train,909,15,1
train,911,5,0
train,912,7,1
train,913,32,1
train,914,11,1
train,915,33,10
train,916,102,23
train,918,2,0
train,919,26,3
train,920,3,0
train,922,141,18
train,923,70,17
train,924,20,3
train,925,2,0
train,926,2,0
train,927,9,2
train,928,103,16
train,929,120,17
train,930,1,0
train,931,1,0
train,932,12,1
train,933,49,8
train,934,12,0
train,936,2,1
train,937,54,6
train,939,1,0
train,941,117,15
train,942,17,3
train,943,15,1
train,944,27,3
train,945,156,21
train,946,44,7
train,947,2,1
train,948,132,23
train,949,2,0
train,950,1,0
train,951,7,2
train,952,31,8
train,953,12,3
train,954,22,1
train,955,16,0
train,956,11,0
train,957,37,3
train,962,13,0
train,963,46,2
train,964,37,1
train,965,64,8
train,966,2,2
train,968,77,12
train,969,9,2
train,970,43,7
train,972,37,4
train,973,12,3
train,975,1,0
train,976,3,0
train,977,13,4
train,979,4,0
train,980,134,16
train,981,3,1
train,983,9,1
train,984,10,3
train,985,3,1
train,986,4,1
train,987,6,1
train,988,2,0
train,989,13,0
train,990,9,1
train,991,3,0
train,992,3,0
train,993,1,0
train,994,1,0
train,996,2,0
train,997,3,0
train,1000,12,3
train,1001,14,0
train,1002,26,3
train,1003,17,0
train,1004,2,0
train,1005,5,0
train,1006,2,1
train,1007,10,2
train,1009,19,3
train,1012,16,2
train,1014,5,1
train,1015,3,1
train,1016,53,8
train,1017,11,0
train,1018,2,0
train,1019,1,0
train,1020,4,0
train,1021,21,5
train,1022,11,0
train,1023,26,6
train,1025,5,1
train,1026,2,1
train,1027,26,3
train,1028,61,13
train,1029,3,1
train,1030,37,5
train,1031,108,19
train,1032,1,0
train,1033,15,4
train,1034,29,1
train,1035,7,1
train,1036,17,1
train,1037,11,1
train,1038,4,0
train,1039,112,12
train,1040,1,0
train,1042,220,42
train,1043,19,0
train,1044,46,3
train,1045,125,22
train,1046,11,3
train,1047,16,4
train,1048,23,2
train,1049,8,1
train,1050,3,0
train,1052,7,0
train,1053,18,2
train,1054,16,2
train,1055,17,4
train,1057,1,1
train,1058,10,4
train,1059,5,0
train,1060,1,0
train,1061,51,8
train,1062,81,11
train,1063,7,0
train,1064,9,1
train,1065,11,3
train,1066,33,5
train,1067,14,2
train,1068,1,0
train,1069,26,3
train,1070,31,6
train,1071,1,0
train,1072,109,15
train,1076,30,1
train,1077,8,1
train,1078,136,3
train,1079,39,7
train,1080,111,21
train,1081,14,2
train,1082,8,2
train,1084,26,1
train,1085,11,3
train,1086,136,29
train,1087,12,1
train,1088,25,8
train,1089,74,17
train,1090,7,1
train,1091,3,0
train,1092,3,0
train,1093,26,3
train,1094,11,3
train,1095,33,3
train,1096,19,4
train,1097,58,0
train,1098,19,3
train,1099,1,0
train,1100,68,13
train,1101,27,4
train,1102,7,1
train,1103,2,0
train,1104,3,1
train,1105,25,3
train,1106,9,1
train,1107,30,5
train,1108,22,1
train,1111,57,9
train,1112,5,1
train,1113,20,2
train,1114,41,6
train,1115,83,13
train,1116,2,1
train,1117,39,1
train,1118,9,1
train,1119,19,6
train,1120,52,5
train,1121,11,0
train,1122,2,0
train,1123,41,6
train,1124,13,1
train,1126,53,8
train,1127,8,1
train,1128,18,4
train,1129,13,4
train,1130,1,0
train,1131,36,4
train,1132,1,0
train,1133,3,1
train,1134,24,6
train,1135,13,2
train,1136,8,3
train,1137,5,1
train,1139,8,0
train,1140,13,1
train,1141,17,2
train,1142,53,6
train,1143,122,16
train,1144,20,2
train,1145,25,3
train,1146,5,0
train,1147,60,7
train,1148,37,12
train,1150,18,2
train,1151,1,0
train,1152,11,1
train,1153,4,0
train,1154,35,4
train,1155,4,2
train,1156,2,0
train,1157,2,1
train,1158,1,0
train,1159,2,0
train,1160,6,0
train,1161,11,2
train,1162,217,1
train,1163,12,2
train,1164,4,0
train,1165,10,1
train,1166,22,2
train,1167,7,0
train,1168,92,24
train,1169,6,0
train,1170,13,2
train,1171,1,0
train,1172,17,1
train,1173,4,1
train,1174,224,2
train,1175,69,13
train,1176,69,10
train,1177,6,0
train,1178,10,0
train,1179,1,0
train,1181,18,2
train,1182,36,1
train,1183,13,2
train,1184,187,32
train,1185,2,0
train,1186,3,0
train,1187,14,4
train,1188,6,2
train,1189,2,1
train,1190,1,0
train,1191,2,0
train,1192,6,2
train,1193,198,31
train,1194,11,1
train,1195,45,4
train,1197,15,3
train,1198,5,0
train,1199,14,0
train,1200,7,1
train,1201,6,1
train,1202,15,1
train,1205,5,0
train,1207,1,0
train,1208,26,4
train,1209,8,0
train,1210,2,0
train,1211,8,0
train,1212,18,5
train,1213,13,0
train,1214,49,3
train,1215,19,1
train,1218,47,17
train,1219,53,11
train,1221,8,0
train,1222,2,0
train,1225,1,0
train,1226,18,3
train,1227,47,4
train,1228,11,2
train,1230,32,6
train,1231,10,1
train,1232,55,7
train,1235,28,5
train,1236,23,4
train,1237,8,1
train,1238,2,0
train,1241,8,0
train,1242,1,0
train,1244,4,0
train,1245,33,4
train,1246,1,1
train,1247,6,0
train,1248,8,2
train,1249,18,5
train,1252,1,0
train,1253,55,9
train,1254,1,0
train,1255,15,4
train,1257,9,1
train,1258,114,30
train,1259,87,22
train,1260,3,0
train,1261,71,8
train,1263,19,2
train,1265,50,11
train,1267,5,0
train,1268,28,3
train,1269,58,5
train,1270,5,0
train,1271,2,0
train,1272,6,1
train,1273,6,1
train,1274,2,1
train,1276,2,0
train,1279,49,11
train,1280,7,0
train,1282,13,3
train,1283,2,0
train,1284,1,0
train,1285,41,11
train,1286,1,0
train,1287,7,1
train,1288,1,0
train,1289,2,0
train,1290,2,1
train,1291,22,2
train,1292,5,1
train,1293,4,1
train,1296,19,4
train,1297,60,10
train,1298,12,1
train,1299,6,0
train,1300,9,0
train,1302,5,0
train,1303,7,2
train,1304,2,0
train,1305,44,5
train,1306,24,6
train,1307,1,0
train,1308,4,0
train,1309,5,2
train,1310,11,2
train,1311,8,1
train,1312,3,0
train,1313,21,0
train,1315,1,0
train,1316,32,3
train,1317,3,1
train,1318,5,0
train,1319,7,0
train,1320,6,1
train,1321,27,3
train,1322,12,2
train,1324,1,1
train,1327,6,0
train,1329,29,1
train,1330,2,1
train,1331,9,2
train,1332,2,0
train,1333,5,1
train,1335,1,0
train,1336,35,10
train,1337,6,0
train,1338,15,1
train,1340,6,0
train,1341,6,2
train,1343,105,19
train,1344,4,3
train,1345,93,15
train,1346,10,4
train,1348,6,1
train,1349,8,1
train,1350,12,0
train,1351,18,3
train,1352,9,1
train,1353,2,0
train,1354,2,1
train,1358,7,1
train,1359,2,1
train,1361,20,2
train,1362,40,6
train,1363,12,1
train,1364,23,0
train,1366,14,4
train,1367,1,0
train,1369,3,1
train,1371,15,5
train,1372,4,0
train,1374,15,7
train,1376,18,3
train,1378,3,0
train,1379,16,2
train,1382,4,0
train,1383,2,0
train,1384,10,1
train,1385,1,0
train,1386,31,12
train,1387,13,0
train,1388,2,0
train,1392,34,3
train,1393,6,1
train,1394,28,3
train,1395,1,0
train,1396,8,2
train,1397,11,0
train,1398,34,6
train,1399,44,10
train,1401,17,3
train,1402,7,0
train,1403,8,0
train,1404,97,13
train,1405,14,2
train,1406,7,0
train,1407,24,2
train,1408,49,2
train,1409,15,1
train,1410,11,1
train,1411,4,2
train,1412,24,1
train,1413,2,0
train,1414,1,1
train,1415,3,2
train,1416,2,1
train,1417,14,1
train,1418,17,0
train,1419,27,8
train,1420,4,0
train,1421,6,0
train,1422,17,1
train,1423,36,5
train,1424,2,1
train,1426,2,0
train,1427,7,1
train,1428,2,0
train,1429,34,11
train,1431,4,0
train,1433,2,0
train,1434,25,6
train,1435,11,0
train,1436,72,7
train,1437,16,3
train,1438,6,2
train,1439,3,0
train,1440,1,0
train,1441,1,0
train,1442,1,1
train,1443,1,0
train,1444,10,0
train,1445,5,1
train,1446,8,0
train,1447,1,0
train,1448,6,0
train,1449,14,1
train,1450,29,8
train,1451,17,1
train,1452,12,1
train,1454,2,1
train,1455,1,0
train,1456,9,1
train,1458,2,1
train,1459,1,0
train,1460,12,1
train,1461,6,2
train,1463,2,0
train,1464,1,0
train,1465,40,9
train,1467,12,2
train,1469,8,2
train,1470,10,2
train,1471,1,0
train,1474,86,13
train,1475,1,1
train,1477,149,15
train,1480,35,3
train,1481,6,2
train,1482,24,7
train,1483,1,1
train,1484,4,0
train,1485,40,5
train,1487,38,12
train,1488,6,3
train,1491,8,1
train,1493,10,3
train,1494,1,0
train,1495,7,1
train,1498,2,0
train,1499,6,2
train,1501,100,23
train,1502,3,0
train,1503,2,0
train,1504,4,1
train,1505,8,1
train,1507,3,1
train,1508,21,6
train,1509,2,0
train,1510,31,5
train,1511,51,4
train,1512,2,0
train,1513,20,3
train,1514,6,1
train,1515,1,0
train,1516,1,0
train,1517,5,2
train,1518,8,1
train,1519,3,1
train,1520,2,0
train,1521,3,0
train,1522,22,4
train,1523,2,0
train,1524,4,3
train,1525,36,0
train,1526,4,0
train,1527,16,1
train,1528,10,2
train,1529,15,4
train,1531,10,2
train,1532,6,2
train,1534,38,4
train,1537,22,1
train,1538,23,5
train,1540,1,0
train,1541,5,1
train,1542,4,2
train,1546,22,3
train,1547,7,1
train,1548,2,1
train,1551,1,0
train,1552,23,2
train,1553,7,0
train,1554,12,1
train,1557,4,2
train,1558,58,12
train,1560,11,4
train,1561,6,2
train,1562,39,9
train,1563,34,5
train,1564,16,1
train,1565,55,9
train,1567,22,5
train,1568,5,0
train,1569,5,0
train,1570,9,3
train,1571,3,0
train,1575,9,0
train,1576,7,1
train,1577,1,1
train,1578,19,2
train,1580,23,3
train,1581,13,1
train,1582,29,6
train,1583,7,2
train,1586,16,2
train,1587,7,1
train,1588,8,3
train,1591,144,5
train,1593,39,5
train,1594,1,0
train,1595,7,1
train,1599,13,0
train,1600,7,1
train,1601,4,1
train,1603,4,0
train,1604,18,5
train,1606,1,1
train,1609,1,0
train,1610,1,0
train,1612,10,2
train,1614,1,0
train,1615,5,0
train,1616,2,1
train,1618,18,3
train,1619,49,7
train,1620,10,1
train,1621,17,2
train,1622,3,1
train,1624,2,0
train,1626,3,0
train,1627,35,3
train,1629,1,0
train,1630,6,1
train,1631,18,3
train,1632,26,5
train,1633,3,0
train,1634,13,2
train,1635,11,3
train,1638,31,5
train,1639,1,1
train,1640,22,1
train,1641,4,0
train,1642,9,0
train,1643,11,0
train,1644,3,1
train,1647,4,1
train,1648,1,0
train,1649,7,1
train,1651,3,1
train,1652,6,0
train,1653,8,1
train,1654,9,2
train,1658,8,1
train,1659,4,0
train,1662,1,0
train,1663,1,0
train,1665,20,2
train,1668,23,1
train,1669,2,0
train,1670,5,1
train,1671,2,1
train,1672,5,0
train,1673,1,0
train,1674,11,0
train,1675,22,2
train,1676,6,0
train,1678,11,0
train,1679,1,0
train,1680,7,0
train,1681,5,1
train,1682,1,0
train,1683,1,0
train,1684,9,1
train,1685,6,0
train,1686,7,1
train,1688,4,1
train,1690,16,1
train,1692,1,0
train,1693,13,2
train,1694,29,8
train,1695,1,0
train,1696,7,1
train,1697,15,4
train,1698,5,1
train,1699,14,2
train,1700,7,2
train,1701,5,0
train,1702,7,0
train,1703,5,1
train,1704,8,1
train,1706,1,0
train,1707,2,0
train,1708,3,0
train,1709,1,1
train,1710,4,0
train,1711,8,0
train,1712,17,2
train,1713,7,3
train,1714,36,10
train,1716,11,2
train,1718,35,8
train,1719,15,6
train,1723,1,0
train,1725,1,0
train,1726,10,0
train,1728,346,0
train,1729,6,2
train,1730,21,2
train,1732,5,0
train,1734,30,6
train,1735,26,2
train,1736,2,1
train,1737,26,1
train,1738,2,0
train,1739,4,0
train,1741,4,1
train,1742,3,0
train,1743,6,2
train,1744,2,0
train,1745,38,6
train,1746,1,0
train,1747,3,0
train,1748,5,0
train,1750,9,2
train,1752,1,0
train,1756,10,2
train,1757,11,2
train,1760,12,5
train,1761,3,0
train,1763,28,1
train,1764,3,0
train,1765,5,1
train,1766,1,0
train,1767,1,0
train,1768,4,2
train,1769,3,1
train,1771,1,0
train,1772,11,2
train,1773,8,2
train,1774,2,0
train,1775,39,3
train,1776,6,1
train,1777,18,6
train,1779,8,2
train,1780,1,1
train,1781,10,1
train,1782,4,1
train,1783,16,3
train,1784,5,1
train,1785,11,1
train,1787,12,2
train,1788,1,0
train,1789,14,4
train,1792,11,1
train,1793,3,0
train,1794,16,3
train,1795,26,3
train,1796,4,0
train,1797,14,0
train,1798,10,2
train,1799,33,7
train,1800,3,0
train,1801,8,1
train,1803,33,1
train,1804,3,0
train,1805,1,0
train,1806,1,0
train,1807,12,0
train,1808,27,10
train,1809,2,0
train,1810,19,3
train,1811,22,5
train,1812,1,0
train,1813,21,2
train,1814,4,0
train,1815,4,1
train,1818,24,0
train,1819,2,0
train,1820,7,0
train,1821,1,0
train,1822,18,7
train,1824,1,0
train,1825,1,0
train,1826,41,6
train,1827,2,0
train,1828,4,0
train,1829,12,2
train,1830,32,1
train,1832,2,0
train,1834,14,1
train,1835,1,1
train,1836,3,0
train,1837,23,0
train,1838,5,0
train,1839,91,12
train,1842,1,0
train,1843,5,0
train,1844,3,2
train,1846,3,0
train,1847,3,2
train,1848,4,0
train,1849,15,3
train,1852,24,3
train,1853,1,0
train,1854,4,1
train,1855,12,3
train,1856,42,2
train,1857,2,0
train,1858,1,0
train,1859,19,4
train,1860,9,5
train,1861,11,2
train,1862,1,0
train,1863,3,0
train,1864,25,8
train,1865,6,0
train,1866,4,1
train,1867,19,0
train,1868,5,2
train,1869,10,2
train,1871,14,2
train,1872,20,2
train,1873,19,3
train,1874,9,3
train,1876,13,3
train,1877,16,1
train,1878,1,0
train,1879,8,1
train,1880,3,0
train,1881,5,3
train,1882,5,1
train,1883,21,2
train,1884,17,1
train,1885,1,0
train,1887,11,1
train,1889,20,1
train,1890,18,0
train,1894,9,1
train,1895,1,1
train,1896,1,0
train,1897,29,7
train,1898,19,5
train,1899,7,0
train,1900,1,0
train,1902,8,0
train,1905,12,1
train,1906,1,0
train,1909,3,0
train,1910,1,0
train,1912,4,0
train,1913,5,0
train,1914,1,1
train,1915,11,1
train,1916,2,0
