set,key,clicked,attributed
train,619,2,0
train,620,2,0
train,621,5,0
train,622,6,0
train,623,26,0
train,624,6,0
train,625,1,0
train,626,1,0
train,627,1,0
train,628,2,0
train,629,3,0
train,630,1,0
train,631,1,0
train,632,1,0
train,633,3,0
train,634,5,0
train,635,2,0
train,636,1,0
train,637,1,0
train,638,1,0
train,639,2,0
train,640,5,0
train,641,3,0
train,642,2,0
train,643,2,0
train,644,1,0
train,645,17,0
train,646,1,0
train,647,2,0
train,648,3,0
train,649,5,0
train,650,1,0
train,651,2,0
train,652,1,0
train,653,1,0
train,654,3,0
train,655,24,0
train,656,1,0
train,657,1,0
train,658,2,1
train,659,1,0
train,660,1,0
train,661,1,0
train,662,1,0
train,663,1,0
train,664,1,0
train,665,1,0
train,666,1,0
train,667,1,0
train,668,1,0
train,669,13,0
train,670,6,0
train,671,3,0
train,672,1,0
train,673,1,0
train,674,2,0
train,675,7,0
train,676,1,0
train,677,3,0
train,678,2,0
train,679,7,0
train,680,1,0
train,681,1,0
train,682,1,0
train,683,1,0
train,684,1,0
train,685,3,0
train,686,1,0
train,687,1,0
train,688,1,0
train,689,154,0
train,690,1,0
train,691,3,0
train,692,3,0
train,693,1,0
train,694,1,0
train,695,1,0
train,696,4,0
train,697,2,0
train,698,1,0
train,699,1,0
train,700,1,0
train,701,1,0
train,702,1,0
train,703,3,0
train,704,1,0
train,705,4,0
train,706,1,0
train,707,1,0
train,708,1,0
train,709,4,0
train,710,2,0
train,711,7,0
train,712,1,0
train,713,1,0
train,714,10,0
train,715,1,0
train,716,2,0
train,717,1,0
train,718,4,0
train,719,2,0
train,720,1,0
train,721,4,0
train,722,2,0
train,723,10,0
train,724,1,0
train,725,2,0
train,726,2,0
train,727,2,0
train,728,1,0
train,729,2,0
train,730,8,0
train,731,1,0
train,732,1,0
train,733,4,3
train,734,1,0
train,735,3,0
train,736,4,0
train,737,2,0
train,738,2,0
train,739,3,0
train,740,1,0
train,741,1,0
train,742,2,0
train,743,3,0
train,744,6,0
train,745,2,0
train,746,1,0
train,747,5,0
train,748,288563,794
train,749,1,0
train,750,2,0
train,751,2,0
train,752,3,0
train,753,3,0
train,754,1,0
train,755,18,0
train,756,2,0
train,757,1,0
train,758,3,0
train,759,2,0
train,760,1,0
train,761,2,0
train,762,5,0
train,763,14,0
train,764,4,0
train,765,1,0
train,766,1,0
train,767,1,0
train,768,1,0
train,769,1,0
train,770,1,0
train,771,2,0
train,772,1,0
train,773,1,0
train,774,2,0
train,775,1,0
train,776,3,0
train,777,9,0
train,778,1,0
train,779,13,0
train,780,4,0
train,781,2,0
train,782,6,0
train,783,1,0
train,784,2,0
train,785,1,0
train,786,1,0
train,787,3,0
train,788,1,0
train,789,2,0
train,790,3,0
train,791,1,0
train,792,1,0
train,793,2,0
train,794,1,0
train,795,1,0
train,796,1,0
train,797,1,0
train,798,1,0
train,799,2,0
train,800,2,0
train,801,1,0
train,802,1,0
train,803,1,0
train,804,1,0
train,805,1,0
train,806,1,0
train,807,1,0
train,808,3,0
train,809,4,0
train,810,2,0
train,811,9,0
train,812,1,0
train,813,1,0
train,814,1,0
train,815,3,0
train,816,2,0
train,817,4,0
train,818,1,0
train,819,1,0
train,820,2,0
train,821,1,0
train,822,2,0
train,823,1,0
train,824,7,0
train,825,1,0
train,826,8,0
train,827,1,0
train,828,1,0
train,829,1,0
train,830,2,0
train,831,3,0
train,832,2,0
train,833,1,0
train,834,1,0
train,835,1,0
train,836,10,0
train,837,1,0
train,838,2,0
train,839,1,0
train,840,2,0
train,841,1,0
train,842,3,0
train,843,1,0
train,844,1,0
train,845,1,0
train,846,1,0
train,847,1,0
train,848,1,0
train,849,3,0
train,850,4,0
train,851,1,0
train,852,2,0
train,853,2,0
train,854,5,0
train,855,3,0
train,856,4,0
train,857,5,0
train,858,1,0
train,859,1,0
train,860,1,0
train,861,1,0
train,862,1,0
train,863,4,0
train,864,1,0
train,865,1,0
train,866,203701,819
train,867,2,0
train,868,4,0
train,869,1,0
train,870,3,0
train,871,1,0
train,872,1,0
train,873,2,0
train,874,3,0
train,875,1,0
train,876,3,0
train,877,1,0
train,878,1,0
train,879,3,0
train,880,1,0
train,881,3,0
train,882,4,0
train,883,2,0
train,884,3,0
train,885,6,0
train,886,4,0
train,887,1,0
train,888,2,0
train,889,2,0
train,890,1,0
train,891,2,0
train,892,1,0
train,893,1,0
train,894,1,0
train,895,1,0
train,896,4,0
train,897,3,0
train,898,1,0
train,899,2,0
train,900,8,0
train,901,4,0
train,902,1,0
train,903,2,0
train,904,1,0
train,905,2,0
train,906,3,0
train,907,1,0
train,908,2,0
train,909,4,0
train,910,2,0
train,911,2,0
train,912,1,0
train,913,1,0
train,914,2,0
train,915,2,0
train,916,1,0
train,917,3,0
train,918,2,0
train,919,1,0
train,920,2,0
train,921,1,0
train,922,3,0
train,923,1,0
train,924,3,0
train,925,3,0
train,926,1,0
train,927,1,0
train,928,1,0
train,929,1,0
train,930,2,0
train,931,3,0
train,932,1,0
train,933,1,0
train,934,1,0
train,935,2,0
train,936,1,0
train,937,1,0
train,938,1,0
train,939,1,0
train,940,1,0
train,941,2,0
train,942,1,0
train,943,1,0
train,944,2,0
train,945,1,0
train,946,2,0
train,947,1,0
train,948,2,0
train,949,1,0
train,950,1,0
train,951,1,0
train,952,2,0
train,953,2,0
train,954,3,0
train,955,1,0
train,956,2,0
